PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Kok, RB; Stears, K; Shrader, AM				Kok, Ryan B.; Stears, Keenan; Shrader, Adrian M.			Does the removal of finder's share influence the scrounging decisions of herbivores?	ANIMAL BEHAVIOUR			English	Article						feeding time; food availability; foraging; goats; group living	PUBLIC INFORMATION; GOATS; DOMINANCE; VIGILANCE; PRODUCERS; HIERARCHY; DYNAMICS; QUALITY; MODEL; SIZE	Group-living animals use social information when making patch-joining/scrounging decisions. However, the extent to which they use finder's share (i.e. amount of food eaten in a patch before other individuals arrive) as a cue when making these decisions is unknown. It is likely that the removal of finder's share decreases patch attractiveness to scroungers. However, it is unclear how large a finder's share must be to reduce attractiveness, or how this varies with food availability. To answer these questions, we recorded the patch-joining decisions of dominant goats, Capra hircus, when presented with a choice between an artificial patch where finder's share had been removed by a subordinate patch holder (producer), and one where the patch holder had just started eating. We used time spent feeding by a patch holder (10, 30, 60 and 120 s) as an index of finder's share size, and tested this using three food availabilities (40 g, 100 g and 300 g). At low (40 g) and intermediate (100 g) food availabilities, scrounging goats avoided the finder's share patch once the patch holder had fed for >= 30 s (i.e. 25% and 17% of the food removed, respectively). However, at the highest food availability (300 g), these goats continued to join the finder's share patch even after the patch holder had fed for 120 s (18% removed). Ultimately, our results indicate that goats weigh up both food availability and the finder's share when making scrounging decisions. Nevertheless, finder's share removal was less important in patches with more food. (C) 2017 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.	[Kok, Ryan B.; Stears, Keenan; Shrader, Adrian M.] Univ KwaZulu Natal, Sch Life Sci, Scottsville, South Africa; [Stears, Keenan] Univ Calif Santa Barbara, Dept Ecol Evolut & Marine Biol, Santa Barbara, CA 93106 USA	University of Kwazulu Natal; University of California System; University of California Santa Barbara	Shrader, AM (corresponding author), Univ Pretoria, Mammal Res Inst, Dept Zool & Entomol, Private Bag X28, ZA-0028 Hatfield, South Africa.	adrian.shrader@up.ac.za	Shrader, Adrian M/E-9472-2010	Shrader, Adrian M/0000-0002-6451-6132; Stears, Keenan/0000-0003-1012-5838	National Research Foundation [77582]; University of KwaZulu-Natal	National Research Foundation; University of KwaZulu-Natal	We thank Sam Khumalo at Ukulinga Research Farm for his logistical support. This work was supported by the National Research Foundation (Grant 77582) and the University of KwaZulu-Natal. Marlene Goubault, Allert Bijleveld and an anonymous referee provided constructive comments on the manuscript.		43	5	5	0	9	ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD	LONDON	24-28 OVAL RD, LONDON NW1 7DX, ENGLAND	0003-3472	1095-8282		ANIM BEHAV	Anim. Behav.	NOV	2017	133						229	235		10.1016/j.anbehav.2017.09.023	http://dx.doi.org/10.1016/j.anbehav.2017.09.023			7	Behavioral Sciences; Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Behavioral Sciences; Zoology	FM7PD		Green Submitted			2023-03-15	WOS:000415271300024
J	De Pirro, M; Marchetti, GM; Chelazzi, G				De Pirro, M; Marchetti, GM; Chelazzi, G			Foraging interactions among three benthic fish in a Posidonia oceanica reef lagoon along the Tyrrhenian Coast	JOURNAL OF FISH BIOLOGY			English	Article						foraging behaviour; diet preferences; reef lagoon; benthic fish; Coris; Symphodus; Mullus	COMMUNITIES	Three benthic predators Coris julis, Symphodus cinereus and Mullus surmuletus in a Posidonia oceanica reef lagoon of the Tyrrhenian coast had a broad diet, including hard-bodied invertebrates such as crustaceans and molluscs, but revealed consistent interspecific differences. Diet overlap was greater between C julis and M. surmuletus in comparison to other combinations. Ail three species were diurnal feeders, but with different daily patterns of foraging based on different prey availability. There was a general spatio-temporal correlation in non-foraging activity among the three species, but foraging activity was correlated only between C. julis and the other two species, but not between S, cinereus and M, surmuletus. There was heterospecific aggregation during foraging between C. julis and M, surmuletus, and possibly a scrounger-producer relationship between them. Fights between C. julis specimens related to foraging activity were common, but not between species. These results support the view that differences in spatio-temporal organization of activity, and interactions during foraging, can contribute to resource partitioning among syntopic populations of fish belonging to the same trophic group. (C) 1999 The Fisheries Society of the British Ides.	Univ Florence, Dipartimento Biol Anim & Genet, I-50125 Florence, Italy; Univ Florence, Dipartimento Stat, I-50134 Florence, Italy	University of Florence; University of Florence	De Pirro, M (corresponding author), Univ Florence, Dipartimento Biol Anim & Genet, Via Romana 17, I-50125 Florence, Italy.		De Pirro, Maurizio/B-2276-2013	Marchetti, Giovanni Maria/0000-0003-4413-9349					25	19	19	2	19	ACADEMIC PRESS LTD	LONDON	24-28 OVAL RD, LONDON NW1 7DX, ENGLAND	0022-1112			J FISH BIOL	J. Fish Biol.	JUN	1999	54	6					1300	1309		10.1006/jfbi.1999.0958	http://dx.doi.org/10.1006/jfbi.1999.0958			10	Fisheries; Marine & Freshwater Biology	Science Citation Index Expanded (SCI-EXPANDED)	Fisheries; Marine & Freshwater Biology	199XG					2023-03-15	WOS:000080508900012
J	Deng, GL; Zhang, ZW; Jiang, TH; Zhang, SN				Deng, Guanlong; Zhang, Zhiwang; Jiang, Tianhua; Zhang, Shuning			Total flow time minimization in no-wait job shop using a hybrid discrete group search optimizer	APPLIED SOFT COMPUTING			English	Article						Scheduling; Job shop; Group search; Metaheuristics; No-wait	ITERATED GREEDY ALGORITHM; DIFFERENTIAL EVOLUTION ALGORITHM; SCHEDULING PROBLEM; GENETIC ALGORITHM; TABU SEARCH; MAKESPAN; BLOCKING; MACHINE	The no-wait job shop scheduling problem is a well-known NP-hard problem and it is typically decomposed into timetabling subproblem and sequencing subproblem. By adopting favorable features of the group search technique, a hybrid discrete group search optimizer is proposed for finding high quality schedules in the no-wait job shops with the total flow time criterion. In order to find more promising sequences, the producer operator is designed as a destruction and construction (DC) procedure and an insertion-based local search, the scrounger operator is implemented by differential evolution scheme, and the ranger operator is designed by hybridizing best insert moves. An efficient initialization scheme based on Nawaz-Enscore-Ham (NEH) heuristic is designed to construct the initial population with both quality and diversity. A speed-up method is developed to accelerate the evaluation of the insertion neighborhood. Computational results based on well-known benchmark instances show that the proposed algorithm clearly outperforms a hybrid differential evolution algorithm and an iterated greedy algorithm. In addition, the proposed algorithm is comparable to a local search method based on optimal job insertion, especially for large-size instances. (C) 2019 Elsevier B.V. All rights reserved.	[Deng, Guanlong; Zhang, Zhiwang; Zhang, Shuning] Ludong Univ, Sch Informat & Elect Engn, Yantai 264025, Peoples R China; [Jiang, Tianhua] Ludong Univ, Coll Transportat, Yantai 264025, Peoples R China	Ludong University; Ludong University	Deng, GL (corresponding author), Ludong Univ, Sch Informat & Elect Engn, Yantai 264025, Peoples R China.	dglag@163.com		Jiang, Tianhua/0000-0002-9260-4041; Zhang, Shuning/0000-0003-0939-0861	Natural Science Foundation of Shandong Province [ZR2019QF008]; National Natural Science Foundation of China [61403180, 61877061, 61603172]	Natural Science Foundation of Shandong Province(Natural Science Foundation of Shandong Province); National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC))	The authors would like to thank the editor and anonymous reviewers for their insightful comments and suggestions. The authors also appreciate the support of Natural Science Foundation of Shandong Province (Grant No. ZR2019QF008), and National Natural Science Foundation of China (Grant Nos. 61403180, 61877061, 61603172).		51	15	16	3	28	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	1568-4946	1872-9681		APPL SOFT COMPUT	Appl. Soft. Comput.	AUG	2019	81								105480	10.1016/j.asoc.2019.05.007	http://dx.doi.org/10.1016/j.asoc.2019.05.007			12	Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications	Science Citation Index Expanded (SCI-EXPANDED)	Computer Science	IK3EH					2023-03-15	WOS:000476471800047
J	Laskowski, KL; Bell, AM				Laskowski, Kate L.; Bell, Alison M.			Competition avoidance drives individual differences in response to a changing food resource in sticklebacks	ECOLOGY LETTERS			English	Article						behavioural types; consistent individual differences; foraging; Gasterosteaus aculeatus; personality; plasticity; repeatability; social context	PRODUCER-SCROUNGER GAME; GASTEROSTEUS-ACULEATUS; 3-SPINED STICKLEBACK; BEHAVIORAL SYNDROMES; FITNESS CONSEQUENCES; PERSONALITY; EVOLUTIONARY; ECOLOGY; POPULATIONS; ENVIRONMENT	Within the same population, individuals often differ in how they respond to changes in their environment. A recent series of models predicts that competition in a heterogeneous environment might promote between-individual variation in behavioural plasticity. We tested groups of sticklebacks in patchy foraging environments that differed in the level of competition. We also tested the same individuals across two different social groups and while alone to determine the social environment's influence on behavioural plasticity. In support of model predictions, individuals consistently differed in behavioural plasticity when the presence of conspecifics influenced the potential payoffs of a foraging opportunity. Whether individuals maintained their level of behavioural plasticity when placed in a new social group depended on the environmental heterogeneity. By explicitly testing predictions of recent theoretical models, we provide evidence for the types of ecological conditions under which we would expect, and not expect, variation in behavioural plasticity to be favoured.	[Laskowski, Kate L.; Bell, Alison M.] Univ Illinois, Sch Integrat Biol, Urbana, IL 61801 USA	University of Illinois System; University of Illinois Urbana-Champaign	Laskowski, KL (corresponding author), Univ Illinois, Sch Integrat Biol, Urbana, IL 61801 USA.	klaskow3@life.illinois.edu		Laskowski, Kate L./0000-0003-1523-9340	NIGMS NIH HHS [R01 GM082937] Funding Source: Medline; Division Of Integrative Organismal Systems; Direct For Biological Sciences [1121980] Funding Source: National Science Foundation; Division Of Integrative Organismal Systems; Direct For Biological Sciences [1110791] Funding Source: National Science Foundation	NIGMS NIH HHS(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of General Medical Sciences (NIGMS)); Division Of Integrative Organismal Systems; Direct For Biological Sciences(National Science Foundation (NSF)NSF - Directorate for Biological Sciences (BIO)); Division Of Integrative Organismal Systems; Direct For Biological Sciences(National Science Foundation (NSF)NSF - Directorate for Biological Sciences (BIO))			42	31	31	0	74	WILEY-BLACKWELL	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	1461-023X	1461-0248		ECOL LETT	Ecol. Lett.	JUN	2013	16	6					746	753		10.1111/ele.12105	http://dx.doi.org/10.1111/ele.12105			8	Ecology	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology	145EE	23489482	Green Accepted			2023-03-15	WOS:000318996400004
J	Wu, CY; Fu, XS; Pei, JK; Dong, ZG				Wu, Changyou; Fu, Xisong; Pei, Junke; Dong, Zhigui			A Novel Sparrow Search Algorithm for the Traveling Salesman Problem	IEEE ACCESS			English	Article						Heuristic algorithms; Optimization; Traveling salesman problems; Search problems; Particle swarm optimization; Genetic algorithms; Statistics; Sparrow search algorithm; traveling salesman problem; greedy algorithm; genetic operators; sin-cosine search strategy; combinatorial optimization	ANT COLONY OPTIMIZATION; DISCRETE BAT ALGORITHM; GREY WOLF OPTIMIZER; GENETIC ALGORITHM; CRITERION; SWARM	The sparrow search algorithm (SSA) tends to fall into local optima and to have insufficient stagnation when applied to the traveling salesman problem (TSP). To address this issue, we propose a novel greedy genetic sparrow search algorithm based on a sine and cosine search strategy (GGSC-SSA). First, the greedy algorithm is introduced to initialize the population and to increase the diversity of the population. Second, genetic operators are used to update the population, balancing global search and local development capabilities. Finally, the adaptive weight is introduced in the producer update to increase the adaptability of the algorithm and to optimize the quality of the solution, and a sin-cosine search strategy is introduced to update the scroungers. In addition, the GGSC-SSA is compared with the genetic algorithm (GA), simulated annealing (SA), particle swarm optimization (PSO), grey wolf optimization (GWO), ant colony optimization (ACO) and the artificial fish (AF) algorithm on TSP datasets for performance testing. We also compare it with some recently improved algorithms. The results of the simulations are encouraging; the GGSC-SSA significantly enhances the solution precision, optimization speed and robustness.	[Wu, Changyou; Fu, Xisong; Pei, Junke] Shandong Inst Business & Technol, Sch Management Sci & Engn, Yantai 264005, Peoples R China; [Dong, Zhigui] Liaoning Inst Sci & Technol, Benxi 117004, Peoples R China	Shandong Technology & Business University; Liaoning Institute of Science & Technology	Wu, CY (corresponding author), Shandong Inst Business & Technol, Sch Management Sci & Engn, Yantai 264005, Peoples R China.	wuchangyou_81@163.com		Pei, Pei Junke/0000-0002-8053-1682; fu, xisong/0000-0001-9557-7440; Dong, zhigui/0000-0002-4168-7991	National Natural Science Foundation of China [41601593]; National Key Research and Development [2018YFD0300105]; Startup Foundation for Doctors of Liaoning Institute of Science and Technology College [1910B04]	National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); National Key Research and Development; Startup Foundation for Doctors of Liaoning Institute of Science and Technology College	This work was supported in part by the National Natural Science Foundation of China under Grant 41601593, in part by the National Key Research and Development under Project 2018YFD0300105, and in part by the Startup Foundation for Doctors of Liaoning Institute of Science and Technology College under Grant 1910B04.		100	10	10	30	86	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	2169-3536			IEEE ACCESS	IEEE Access		2021	9						153456	153471		10.1109/ACCESS.2021.3128433	http://dx.doi.org/10.1109/ACCESS.2021.3128433			16	Computer Science, Information Systems; Engineering, Electrical & Electronic; Telecommunications	Science Citation Index Expanded (SCI-EXPANDED)	Computer Science; Engineering; Telecommunications	XC4LX		gold			2023-03-15	WOS:000721987300001
J	Chen, G; Zhu, DL; Wang, X; Zhou, CJ; Chen, XY				Chen, Gang; Zhu, Donglin; Wang, Xiao; Zhou, Changjun; Chen, Xiangyu			Prediction of Concrete Compressive Strength Based on the BP Neural Network Optimized by Random Forest and ISSA	JOURNAL OF FUNCTION SPACES			English	Article							ALGORITHM; SELECTION; MODEL	In modern engineering construction, the compressive strength of concrete determines the safety of engineering structure. BP neural network (BPNN) tends to converge to different local minimum points, and the prediction accuracy is not high in the prediction of the compressive strength of concrete. Therefore, a prediction model based on the BPNN optimized by improved sparrow search algorithm (ISSA) and random forest (RF) is proposed to enhance the generalization ability and prediction accuracy of BPNN for compressive strength of concrete. In terms of algorithm improvement, three improvements are proposed for SSA: Latin hypercube sampling is introduced to initialize the location of sparrows and increase the diversity of sparrows; the somersault foraging strategy is used to enrich the optimal position of producers; and combining with the cyclone foraging mechanism, the position updating process of the scroungers is optimized to obtain a better foraging position. In terms of performance evaluation of the algorithm, the ablation experiment verifies that the three improved strategies have improved effects in SSA, and the performance of ISSA on the CEC2017 benchmark function is better than other peers. In terms of predictive index screening, the important features are selected as the input variables of the model by random forest. The prediction results show that compared with the RF-BPNN model and models optimized by other algorithms, RF-ISSA-BPNN model has the lowest prediction error, and the expected value fits the real value better.	[Chen, Gang; Chen, Xiangyu] Fuzhou Univ, Coll Phys & Informat Engn, Fuzhou 350108, Fujian, Peoples R China; [Zhu, Donglin] Jiangxi Univ Sci & Technol, Sch Informat Engn, Ganzhou 341000, Jiangxi, Peoples R China; [Wang, Xiao] Zhejiang Normal Univ, Xingzhi Coll, Jinhua 321000, Zhejiang, Peoples R China; [Zhou, Changjun] Zhejiang Normal Univ, Coll Math & Comp Sci, Jinhua 321004, Zhejiang, Peoples R China	Fuzhou University; Jiangxi University of Science & Technology; Zhejiang Normal University; Zhejiang Normal University	Wang, X (corresponding author), Zhejiang Normal Univ, Xingzhi Coll, Jinhua 321000, Zhejiang, Peoples R China.	201127006@fzu.edu.cn; 6920190624@mail.jxust.edu.cn; tianzhu213@zjnu.cn; zhouchangjun@zjnu.edu.cn; 201127012@fzu.edu.cn	Zhu, Donglin/GWZ-7301-2022	zhu, donglin/0000-0001-9868-8103	National Youth Science Foundation of China; Zhejiang Provincial Natural Science Foundation of China; Basic Public Welfare Research Program of Zhejiang Province;  [62002046];  [61802040];  [LQ21F020005];  [LGG18E050011]	National Youth Science Foundation of China; Zhejiang Provincial Natural Science Foundation of China(Natural Science Foundation of Zhejiang Province); Basic Public Welfare Research Program of Zhejiang Province; ; ; ; 	AcknowledgmentsThis research was funded by the National Youth Science Foundation of China No. 62002046 and No. 61802040, the project supported by the Zhejiang Provincial Natural Science Foundation of China (No. LQ21F020005), and the Basic Public Welfare Research Program of Zhejiang Province (No. LGG18E050011).		45	0	0	11	11	HINDAWI LTD	LONDON	ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, W1T 5HF, ENGLAND	2314-8896	2314-8888		J FUNCT SPACE	J. Funct. space	AUG 27	2022	2022								8799429	10.1155/2022/8799429	http://dx.doi.org/10.1155/2022/8799429			20	Mathematics, Applied; Mathematics	Science Citation Index Expanded (SCI-EXPANDED)	Mathematics	4V2RO		gold			2023-03-15	WOS:000859330100002
J	Mullon, C; Lehmann, L				Mullon, Charles; Lehmann, Laurent			Evolution of warfare by resource raiding favours polymorphism in belligerence and bravery	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES			English	Article						warfare; polymorphism; trait associations; kin selection	MODEL; COMPETITION; CONFLICT; BEHAVIOR; TRAITS; WAR	From protists to primates, intergroup aggression and warfare over resources have been observed in several taxa whose populations typically consist of groups connected by limited genetic mixing. Here, we model the coevolution between four traits relevant to this setting: (i) investment into common-pool resource production within groups (helping); (ii) proclivity to raid other groups to appropriate their resources (belligerence); and investments into (iii) defense and (iv) offense of group contests (defensive and offensive bravery). We show that when traits coevolve, the population often experiences disruptive selection favouring two morphs: 'Hawks', who express high levels of both belligerence and offensive bravery; and 'Doves', who express neither. This social polymorphism involves further among-traits associations when the fitness costs of helping and bravery interact. In particular, if helping is antagonistic with both forms of bravery, coevolution leads to the coexistence of individuals that either: (i) do not participate into common-pool resource production but only in its defense and appropriation (Scrounger Hawks) or (ii) only invest into common pool resource production (Producer Doves). Provided groups are not randomly mixed, these findings are robust to several modelling assumptions. This suggests that inter-group aggression is a potent mechanism in favouring within-group social diversity and behavioural syndromes.This article is part of the theme issue 'Intergroup conflict across taxa'.	[Mullon, Charles; Lehmann, Laurent] Univ Lausanne, Dept Ecol & Evolut, CH-1015 Lausanne, Switzerland	University of Lausanne	Mullon, C (corresponding author), Univ Lausanne, Dept Ecol & Evolut, CH-1015 Lausanne, Switzerland.	Charles.mullon@unil.ch	Mullon, Charles/ABF-3054-2021	Mullon, Charles/0000-0002-9875-4227					58	3	3	1	1	ROYAL SOC	LONDON	6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND	0962-8436	1471-2970		PHILOS T R SOC B	Philos. Trans. R. Soc. B-Biol. Sci.	MAY 23	2022	377	1851							20210136	10.1098/rstb.2021.0136	http://dx.doi.org/10.1098/rstb.2021.0136			12	Biology	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Life Sciences & Biomedicine - Other Topics	0I8XC	35369745				2023-03-15	WOS:000779695800003
J	Ramakers, JJC; Dechmann, DKN; Page, RA; O'Mara, MT				Ramakers, Jip J. C.; Dechmann, Dina K. N.; Page, Rachel A.; O'Mara, M. Teague			Frugivorous bats prefer information from novel social partners	ANIMAL BEHAVIOUR			English	Article						information centre; information scrounging; roostmate recognition; social information; social learning; Uroderma bilobatum	PRODUCER-SCROUNGER GAME; FRUIT-EATING BATS; PUBLIC INFORMATION; LEARNING STRATEGIES; URODERMA-BILOBATUM; CENTER HYPOTHESIS; FOOD PREFERENCES; DECISION-MAKING; CENTERS; ROOSTS	Animals use social information from conspecifics as an extended sensor network to monitor their environment and may bias their preference to information from particular individuals, e.g. individuals they are most familiar with. This may be especially important for energy-constrained foragers, such as the frugivorous Peter's tent-making bat, Uroderma bilobatum. We used the outcome of a two-demonstrator social-learning test in which individual U. bilobatum had to make cue-elicited decisions based on food odours from bats from different social groups to test three alternative hypotheses. Bats could show either (1) a preference for information from roostmates ('familiar social partner'), (2) no bias in information used ('any social partner') or (3) a preference for novel cues from nonroostmates ('novel social partner' hypothesis). We found that U. bilobatum preferred food demonstrated by nonroostmates to that demonstrated by roostmates, providing support for the novel social partner hypothesis. Uroderma bilobatum bias their attention towards novel conspecifics, perhaps as a strategy for acquiring knowledge of unknown ephemeral food sources, which in turn might help them survive resource bottlenecks. (c) 2016 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.	[Ramakers, Jip J. C.] Univ Utrecht, Dept Biol, Utrecht, Netherlands; [Ramakers, Jip J. C.] Netherlands Inst Ecol NIOO KNAW, Dept Anim Ecol, Wageningen, Netherlands; [Ramakers, Jip J. C.; Dechmann, Dina K. N.; Page, Rachel A.; O'Mara, M. Teague] Smithsonian Trop Res Inst, Balboa, Ancon, Panama; [Dechmann, Dina K. N.; O'Mara, M. Teague] Max Planck Inst Ornithol, Dept Migrat & Immunoecol, D-178315 Radolfzell am Bodensee, Germany; [Dechmann, Dina K. N.; O'Mara, M. Teague] Univ Konstanz, Dept Biol, Constance, Germany; [O'Mara, M. Teague] Univ Konstanz, Zukunftskolleg, Constance, Germany	Utrecht University; Royal Netherlands Academy of Arts & Sciences; Netherlands Institute of Ecology (NIOO-KNAW); Smithsonian Institution; Smithsonian Tropical Research Institute; Max Planck Society; University of Konstanz; University of Konstanz	O'Mara, MT (corresponding author), Max Planck Inst Ornithol, D-178315 Radolfzell am Bodensee, Germany.	tomara@om.mpg.de	Page, Rachel/AAE-4816-2021; O'Mara, M. Teague/J-6090-2012; Page, Rachel A/GQQ-2818-2022; KNAW, NIOO-KNAW/A-4320-2012	O'Mara, M. Teague/0000-0002-6951-1648; Page, Rachel A/0000-0001-7072-0669; Dechmann, Dina/0000-0003-0043-8267; KNAW, NIOO-KNAW/0000-0002-3835-159X	Erasmus student fellowship; University of Konstanz; Max Planck Institute for Ornithology; Smithsonian Tropical Research Institute	Erasmus student fellowship; University of Konstanz; Max Planck Institute for Ornithology(Max Planck Society); Smithsonian Tropical Research Institute(Smithsonian InstitutionSmithsonian Tropical Research Institute)	This study was supported in part by an Erasmus student fellowship to J. J. C. R.; additional funding was provided by the University of Konstanz, the Max Planck Institute for Ornithology and the Smithsonian Tropical Research Institute. We are grateful to researchers in the STRI bat lab for their logistic support, in particular Jenna Kohles, Sebastian Stockmaier and Tom Faughnan. Allert Bijleveld and two anonymous referees kindly provided constructive comments on the manuscript.		52	17	17	0	38	ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD	LONDON	24-28 OVAL RD, LONDON NW1 7DX, ENGLAND	0003-3472	1095-8282		ANIM BEHAV	Anim. Behav.	JUN	2016	116						83	87		10.1016/j.anbehav.2016.03.021	http://dx.doi.org/10.1016/j.anbehav.2016.03.021			5	Behavioral Sciences; Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Behavioral Sciences; Zoology	DN7UY		Bronze			2023-03-15	WOS:000377286700011
J	Pfeffer, K; Fritz, J; Kotrschal, K				Pfeffer, K; Fritz, J; Kotrschal, K			Hormonal correlates of being an innovative greylag goose, - Anser anser	ANIMAL BEHAVIOUR			English	Article							INDIVIDUAL-DIFFERENCES; FEEDING INNOVATIONS; DOMINANCE HIERARCHY; FOREBRAIN SIZE; BEHAVIOR; STRESS; GEESE; STIMULUS	A number of studies have focused on the spread of foraging innovations within animal populations, but only rarely have individual dispositions of becoming innovative been considered. With two groups of individually marked, hand-reared greylag goslings we investigated hormonal and behavioural correlates related to the individual's ability to perform operant tasks. During individual tests 6 weeks after hatching, goslings were given small food containers covered by lids. In the following winter the sibling groups were tested in a social set-up at a food dispenser, which the geese could activate by pulling a flap. We analysed individual faecal samples collected at 2, 6 and 12 weeks of age, and also after the individual tests, for excreted corticosterone and testosterone metabolites by enzyme immunoassay. During the individual test, 18 of 23 individuals learned to remove the lids. These 18 birds excreted higher faecal corticosterone concentrations than their respective controls 2 weeks after hatching. At the food dispensers, only four males became food producers; all the others scrounged. These four were in the group of 18 that were successful in the individual test and again tended, although not significantly, to have higher faecal corticosterone 2 weeks after hatching than the scroungers. In one of the groups, excreted corticosterone increased and excreted testosterone decreased after the individual test. Goslings successfully removing lids at 6 weeks raised their faecal corticosterone to a significantly greater extent than the unsuccessful individuals. Our results suggest that becoming an innovator may be contingent upon individual coping styles. (C) 2002 The Association for the Study of Animal Behaviour. Published by Elsevier Science Ltd. All rights reserved.	Konrad Lorenz Res Stn, A-4645 Guunau 11, Austria; Univ Vienna, Dept Zool, Vienna, Austria; Konrad Lorenz Inst Evolut & Cognit Res, Altenburg, Austria	University of Vienna	Kotrschal, K (corresponding author), Konrad Lorenz Res Stn, A-4645 Guunau 11, Austria.	klf.gruenau@telecom.at							56	44	45	1	14	ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD	LONDON	24-28 OVAL RD, LONDON NW1 7DX, ENGLAND	0003-3472	1095-8282		ANIM BEHAV	Anim. Behav.	APR	2002	63		4				687	695		10.1006/anbe.2001.1949	http://dx.doi.org/10.1006/anbe.2001.1949			9	Behavioral Sciences; Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Behavioral Sciences; Zoology	555AD					2023-03-15	WOS:000175768800006
J	Camphuysen, K; Webb, A				Camphuysen, K; Webb, A			Multi-species feeding associations in North Sea seabirds: Jointly exploiting a patchy environment	ARDEA			English	Article						Rissa tridactyla; Alca torda; Uria aalge; Morus bassanus; Larus argentatus; Phocoena; Lagenorhynchus; Balaenoptera; feeding; multi-species feeding associations; patch exploitation; commensalism; sandeels	BRITISH-COLUMBIA; FLOCKS; ECOLOGY; EXPLOITATION; ASSEMBLAGES; BIRDS; DIET; AUKS	We studied the foraging distribution and the formation of multi-species feeding associations of seabirds and marine mammals off the British east coast. The local top-predator community comprised c. 34 species of seabirds, two pinnipeds and eight cetaceans. It appeared that multi-species feeding associations (MSFA's),with rather low species richness and diversity, were commonly formed around fishing vessels, were attracted by or otherwise associated with cetaceans (MSFA's with a generally low but more variable species richness and moderate diversity) and occurred over natural resources, apparently mainly fish shoals (MSFA's with the highest species richness and diversity). Small, short-lived MSFA's were the commoner type, particularly those over natural prey (sandeels and small clupeoids). Black-legged Kittiwakes Rissa tridactyla acted as catalysts in these flocks, Common Guillemots Uria aalge and Razorbills Alca torda as diving producers, apparently driving up fish towards the surface. The specific role of all other species joining in is described in general terms. Typical associations with marine mammals were those in which the cetaceans (mainly White-beaked Dolphins Lagenorhynchus albirostris and Harbour Porpoises Phocoena phocoena) operated as 'beaters' for Northern Gannets Morus bassanus and Black-legged Kittiwakes. The functioning of MSFA's is decribed from two angles. First of all, MSFA's are prominent phenomena on the sea surface, guiding seabirds using visual cues for food finding. Secondly, perhaps more importantly, the differentiation of feeding methods deployed in MSFA's may facilitate seabirds to reach prey that would otherwise be unavailable for them. It is suggested that the frequent associations of Kittiwakes and auks are the most sustainable system, because commensalism is the underlying mechanism rather than competition. The participation of scroungers in these flocks (Herring Gulls Larus argentatus as common nearshore examples) normally ruined the MSFA formation in no time. Usually, a MSFA would usually collapse as soon as the auks gave up their synchronised feeding activities. This underlines the essential role of Alcidae in these formations. The MSFA's are common and prominent in the North Sea and they deserve further study in the context of when interspecific relationships and the structuring of seabird communities.	Netherlands Inst Sea Res, NIOZ, NL-1790 AB Den Burg, Netherlands; CSR Consultancy, NL-1794 BJ Oosterend, Texel, Netherlands; Joint Nat Conservat Comm, Aberdeen AB10 1UZ, Scotland	Utrecht University; Royal Netherlands Institute for Sea Research (NIOZ)	Camphuysen, K (corresponding author), Netherlands Inst Sea Res, NIOZ, POB 59, NL-1790 AB Den Burg, Netherlands.								54	84	95	1	38	NEDERLANDSE ORNITHOLOGISCHE UNIE	ZEIST	C/O PAUL STARMANS, OUDE ARNHEMSEWEG 261, 3705 BD ZEIST, NETHERLANDS	0373-2266			ARDEA	Ardea		1999	87	2					177	198						22	Ornithology	Science Citation Index Expanded (SCI-EXPANDED)	Zoology	314DB					2023-03-15	WOS:000087038600001
